Model,Campus,Loss,TopK,Metric,Baseline(loss0),Value,AbsDiff,RelDiff(%)
NCL,campus_143,loss1,Top 3,Hit Ratio,0.49755,0.48954,-0.008010000000000017,-1.6098884534217701
NCL,campus_143,loss1,Top 3,Precision,0.28382,0.27925,-0.0045700000000000185,-1.61017546332183
NCL,campus_143,loss1,Top 3,Recall,0.56499,0.5599,-0.005090000000000039,-0.9009009009009078
NCL,campus_143,loss1,Top 3,NDCG,0.52566,0.51413,-0.01153000000000004,-2.193433017539862
NCL,campus_143,loss1,Top 5,Hit Ratio,0.59726,0.58925,-0.008009999999999962,-1.3411244684057129
NCL,campus_143,loss1,Top 5,Precision,0.20442,0.20168,-0.0027399999999999924,-1.3403776538499133
NCL,campus_143,loss1,Top 5,Recall,0.648,0.64261,-0.005390000000000006,-0.8317901234567909
NCL,campus_143,loss1,Top 5,NDCG,0.55854,0.54727,-0.011270000000000002,-2.01776059010993
NCL,campus_143,loss1,Top 10,Hit Ratio,0.70085,0.70473,0.0038799999999999946,0.5536134693586352
NCL,campus_143,loss1,Top 10,Precision,0.11994,0.1206,0.0006599999999999939,0.5502751375687792
NCL,campus_143,loss1,Top 10,Recall,0.72537,0.73167,0.006300000000000083,0.8685222713925421
NCL,campus_143,loss1,Top 10,NDCG,0.58856,0.58164,-0.006919999999999926,-1.1757509854560158
NCL,campus_143,loss1,Top 20,Hit Ratio,0.77396,0.77525,0.0012900000000000134,0.16667528037624857
NCL,campus_143,loss1,Top 20,Precision,0.06622,0.06634,0.00011999999999999511,0.1812141347024994
NCL,campus_143,loss1,Top 20,Recall,0.7835,0.78639,0.002890000000000059,0.36885768985323025
NCL,campus_143,loss1,Top 20,NDCG,0.60607,0.59889,-0.007179999999999964,-1.1846816374346139
NCL,campus_143,loss2,Top 3,Hit Ratio,0.49755,0.48721,-0.010340000000000016,-2.0781830971761663
NCL,campus_143,loss2,Top 3,Precision,0.28382,0.27793,-0.005890000000000006,-2.0752589669508863
NCL,campus_143,loss2,Top 3,Recall,0.56499,0.55635,-0.008639999999999981,-1.5292306058514278
NCL,campus_143,loss2,Top 3,NDCG,0.52566,0.50968,-0.015979999999999994,-3.0399878248297365
NCL,campus_143,loss2,Top 5,Hit Ratio,0.59726,0.58305,-0.014210000000000056,-2.379198339081816
NCL,campus_143,loss2,Top 5,Precision,0.20442,0.19956,-0.004860000000000003,-2.3774581743469345
NCL,campus_143,loss2,Top 5,Recall,0.648,0.63519,-0.012809999999999988,-1.9768518518518499
NCL,campus_143,loss2,Top 5,NDCG,0.55854,0.54128,-0.017260000000000053,-3.0901994485623323
NCL,campus_143,loss2,Top 10,Hit Ratio,0.70085,0.69646,-0.004390000000000005,-0.6263822501248492
NCL,campus_143,loss2,Top 10,Precision,0.11994,0.11919,-0.0007500000000000007,-0.6253126563281647
NCL,campus_143,loss2,Top 10,Recall,0.72537,0.72045,-0.0049199999999999244,-0.6782745357541564
NCL,campus_143,loss2,Top 10,NDCG,0.58856,0.57444,-0.014120000000000021,-2.399075710207969
NCL,campus_143,loss2,Top 20,Hit Ratio,0.77396,0.77293,-0.0010299999999999754,-0.13308181301358926
NCL,campus_143,loss2,Top 20,Precision,0.06622,0.06614,-7.999999999999674e-05,-0.12080942313499961
NCL,campus_143,loss2,Top 20,Recall,0.7835,0.78077,-0.00273000000000001,-0.3484365028717307
NCL,campus_143,loss2,Top 20,NDCG,0.60607,0.59316,-0.012909999999999977,-2.130116983186757
NCL,campus_143,loss3,Top 3,Hit Ratio,0.49755,0.49961,0.0020600000000000063,0.41402874083006863
NCL,campus_143,loss3,Top 3,Precision,0.28382,0.285,0.0011799999999999589,0.41575646536535793
NCL,campus_143,loss3,Top 3,Recall,0.56499,0.56896,0.003970000000000029,0.702667303846091
NCL,campus_143,loss3,Top 3,NDCG,0.52566,0.5267,0.0010399999999999299,0.19784651675986945
NCL,campus_143,loss3,Top 5,Hit Ratio,0.59726,0.59804,0.0007800000000000029,0.13059639018183083
NCL,campus_143,loss3,Top 5,Precision,0.20442,0.20469,0.0002700000000000202,0.1320810096859506
NCL,campus_143,loss3,Top 5,Recall,0.648,0.64618,-0.0018200000000000438,-0.28086419753087094
NCL,campus_143,loss3,Top 5,NDCG,0.55854,0.55749,-0.0010499999999999954,-0.18799011709098637
NCL,campus_143,loss3,Top 10,Hit Ratio,0.70085,0.71067,0.009820000000000051,1.4011557394592355
NCL,campus_143,loss3,Top 10,Precision,0.11994,0.12162,0.001680000000000001,1.4007003501750883
NCL,campus_143,loss3,Top 10,Recall,0.72537,0.73212,0.006750000000000034,0.9305595764920019
NCL,campus_143,loss3,Top 10,NDCG,0.58856,0.59069,0.0021300000000000763,0.361900231072461
