Model,Campus,Loss,TopK,Metric,Baseline(loss0),Value,AbsDiff,RelDiff(%)
NCL,campus_102,loss3,Top 20,Precision,0.09203,0.09171,-0.00032000000000000084,-0.34771270237965973
NCL,campus_102,loss3,Top 20,Recall,0.59009,0.58939,-0.0007000000000000339,-0.11862597230931449
NCL,campus_102,loss3,Top 20,NDCG,0.42489,0.42565,0.0007599999999999829,0.17886982513120642
NCL,campus_102,loss5,Top 3,Hit Ratio,0.21749,0.21787,0.0003800000000000192,0.17472067681273587
NCL,campus_102,loss5,Top 3,Precision,0.23916,0.23958,0.00041999999999997595,0.17561465127946813
NCL,campus_102,loss5,Top 3,Recall,0.2837,0.28389,0.00018999999999996797,0.06697215368345717
NCL,campus_102,loss5,Top 3,NDCG,0.32407,0.3214,-0.0026700000000000057,-0.8238960718363334
NCL,campus_102,loss5,Top 5,Hit Ratio,0.30265,0.2994,-0.003249999999999975,-1.0738476788369322
NCL,campus_102,loss5,Top 5,Precision,0.19968,0.19754,-0.002140000000000003,-1.0717147435897452
NCL,campus_102,loss5,Top 5,Recall,0.37051,0.37036,-0.00014999999999998348,-0.04048473725405076
NCL,campus_102,loss5,Top 5,NDCG,0.34692,0.34301,-0.003910000000000025,-1.127060993889088
NCL,campus_102,loss5,Top 10,Hit Ratio,0.43336,0.42953,-0.00383,-0.8837917666605131
NCL,campus_102,loss5,Top 10,Precision,0.14296,0.1417,-0.0012600000000000111,-0.8813654168998399
NCL,campus_102,loss5,Top 10,Recall,0.49044,0.48886,-0.0015799999999999703,-0.32215969333658967
NCL,campus_102,loss5,Top 10,NDCG,0.38841,0.38446,-0.0039499999999999535,-1.0169666074508776
NCL,campus_102,loss5,Top 20,Hit Ratio,0.55794,0.55794,0.0,0.0
NCL,campus_102,loss5,Top 20,Precision,0.09203,0.09203,0.0,0.0
NCL,campus_102,loss5,Top 20,Recall,0.59009,0.59207,0.0019799999999999818,0.3355420359606131
NCL,campus_102,loss5,Top 20,NDCG,0.42489,0.42218,-0.00270999999999999,-0.6378121396126033
NCL,campus_143,loss3,Top 3,Hit Ratio,0.49858,0.49884,0.00025999999999998247,0.05214810060571673
NCL,campus_143,loss3,Top 3,Precision,0.28441,0.28456,0.00014999999999998348,0.052740761576591355
NCL,campus_143,loss3,Top 3,Recall,0.56657,0.56679,0.00021999999999999797,0.03883015337910549
NCL,campus_143,loss3,Top 3,NDCG,0.52883,0.52492,-0.003909999999999969,-0.7393680388782726
NCL,campus_143,loss3,Top 5,Hit Ratio,0.60088,0.59881,-0.0020700000000000163,-0.3444947410464679
NCL,campus_143,loss3,Top 5,Precision,0.20566,0.20495,-0.0007100000000000162,-0.3452299912476982
NCL,campus_143,loss3,Top 5,Recall,0.6516,0.6494,-0.0021999999999999797,-0.3376304481276826
NCL,campus_143,loss3,Top 5,NDCG,0.56273,0.55764,-0.005089999999999928,-0.9045190411031806
NCL,campus_143,loss3,Top 10,Hit Ratio,0.70369,0.71377,0.010079999999999978,1.4324489476900306
NCL,campus_143,loss3,Top 10,Precision,0.12042,0.12215,0.0017299999999999954,1.4366384321541235
NCL,campus_143,loss3,Top 10,Recall,0.72708,0.73844,0.011360000000000037,1.562414039720531
NCL,campus_143,loss3,Top 10,NDCG,0.59203,0.59139,-0.0006399999999999739,-0.10810262993428948
NCL,campus_143,loss3,Top 20,Hit Ratio,0.7737,0.7799,0.006199999999999983,0.8013441902546184
NCL,campus_143,loss3,Top 20,Precision,0.0662,0.06673,0.0005300000000000027,0.8006042296072549
NCL,campus_143,loss3,Top 20,Recall,0.78411,0.7901,0.005990000000000051,0.763923429110718
NCL,campus_143,loss3,Top 20,NDCG,0.60902,0.6072,-0.0018200000000000438,-0.29884076056616266
NCL,campus_143,loss5,Top 3,Hit Ratio,0.49858,0.49729,-0.0012900000000000134,-0.25873480685146083
NCL,campus_143,loss5,Top 3,Precision,0.28441,0.28367,-0.0007400000000000184,-0.26018775711121916
NCL,campus_143,loss5,Top 3,Recall,0.56657,0.56788,0.0013100000000000334,0.23121591330286345
NCL,campus_143,loss5,Top 3,NDCG,0.52883,0.52643,-0.0024000000000000687,-0.45383204432427593
NCL,campus_143,loss5,Top 5,Hit Ratio,0.60088,0.59726,-0.0036199999999999566,-0.6024497403807677
NCL,campus_143,loss5,Top 5,Precision,0.20566,0.20442,-0.0012400000000000189,-0.602936886122736
NCL,campus_143,loss5,Top 5,Recall,0.6516,0.65023,-0.0013699999999999823,-0.21025168815223794
NCL,campus_143,loss5,Top 5,NDCG,0.56273,0.55925,-0.0034799999999999276,-0.6184138041334082
NCL,campus_143,loss5,Top 10,Hit Ratio,0.70369,0.71377,0.010079999999999978,1.4324489476900306
NCL,campus_143,loss5,Top 10,Precision,0.12042,0.12215,0.0017299999999999954,1.4366384321541235
NCL,campus_143,loss5,Top 10,Recall,0.72708,0.73948,0.012400000000000078,1.7054519447653738
NCL,campus_143,loss5,Top 10,NDCG,0.59203,0.59365,0.0016200000000000658,0.2736347820211925
NCL,campus_143,loss5,Top 20,Hit Ratio,0.7737,0.77964,0.005939999999999945,0.7677394338890972
NCL,campus_143,loss5,Top 20,Precision,0.0662,0.06671,0.0005100000000000104,0.7703927492447288
NCL,campus_143,loss5,Top 20,Recall,0.78411,0.79064,0.006530000000000036,0.8327913175447368
NCL,campus_143,loss5,Top 20,NDCG,0.60902,0.6096,0.0005800000000000249,0.09523496765295474
NCL,campus_15,loss3,Top 3,Hit Ratio,0.15028,0.14819,-0.0020900000000000085,-1.3907372903912754
NCL,campus_15,loss3,Top 3,Precision,0.24272,0.23934,-0.003379999999999994,-1.3925510876730365
NCL,campus_15,loss3,Top 3,Recall,0.24943,0.24946,2.999999999997449e-05,0.012027422523343018
NCL,campus_15,loss3,Top 3,NDCG,0.32487,0.32243,-0.0024399999999999977,-0.7510696586326832
NCL,campus_15,loss3,Top 5,Hit Ratio,0.21659,0.21597,-0.0006200000000000094,-0.28625513643289596
NCL,campus_15,loss3,Top 5,Precision,0.20989,0.20929,-0.0005999999999999894,-0.285864024012573
NCL,campus_15,loss3,Top 5,Recall,0.32111,0.3219,0.0007900000000000129,0.24602161253153526
NCL,campus_15,loss3,Top 5,NDCG,0.34363,0.34292,-0.0007099999999999884,-0.2066175828652878
NCL,campus_15,loss3,Top 10,Hit Ratio,0.34581,0.34617,0.00035999999999997145,0.10410340938664915
NCL,campus_15,loss3,Top 10,Precision,0.16755,0.16773,0.00017999999999998573,0.10743061772604341
NCL,campus_15,loss3,Top 10,Recall,0.43382,0.43552,0.0017000000000000348,0.39186759485501704
NCL,campus_15,loss3,Top 10,NDCG,0.36967,0.36985,0.00018000000000001348,0.04869207671707563
NCL,campus_15,loss3,Top 20,Hit Ratio,0.5151,0.51547,0.00036999999999998145,0.0718307124830094
NCL,campus_15,loss3,Top 20,Precision,0.12479,0.12488,9.000000000000674e-05,0.07212116355477742
NCL,campus_15,loss3,Top 20,Recall,0.54924,0.54852,-0.0007199999999999429,-0.1310902337775732
NCL,campus_15,loss3,Top 20,NDCG,0.40493,0.40472,-0.00020999999999998797,-0.05186081544958091
NCL,campus_15,loss5,Top 3,Hit Ratio,0.15028,0.14954,-0.0007399999999999907,-0.49241416023422324
NCL,campus_15,loss5,Top 3,Precision,0.24272,0.24153,-0.0011899999999999966,-0.4902768622280803
NCL,campus_15,loss5,Top 3,Recall,0.24943,0.25063,0.0012000000000000066,0.4810969009341325
NCL,campus_15,loss5,Top 3,NDCG,0.32487,0.32503,0.00015999999999999348,0.04925046941853464
NCL,campus_15,loss5,Top 5,Hit Ratio,0.21659,0.21847,0.0018799999999999928,0.8679994459577971
NCL,campus_15,loss5,Top 5,Precision,0.20989,0.21172,0.0018299999999999983,0.8718852732383622
NCL,campus_15,loss5,Top 5,Recall,0.32111,0.32497,0.0038599999999999746,1.2020802840148157
NCL,campus_15,loss5,Top 5,NDCG,0.34363,0.34621,0.0025800000000000267,0.750807554637263
NCL,campus_15,loss5,Top 10,Hit Ratio,0.34581,0.34695,0.0011399999999999744,0.3296607963910744
NCL,campus_15,loss5,Top 10,Precision,0.16755,0.16811,0.0005600000000000049,0.33422858848105336
NCL,campus_15,loss5,Top 10,Recall,0.43382,0.43391,9.00000000000345e-05,0.02074593149233196
NCL,campus_15,loss5,Top 10,NDCG,0.36967,0.37077,0.0010999999999999899,0.29756269104877053
NCL,campus_15,loss5,Top 20,Hit Ratio,0.5151,0.51514,4.0000000000040004e-05,0.007765482430603767
NCL,campus_15,loss5,Top 20,Precision,0.12479,0.1248,9.999999999996123e-06,0.008013462617193785
NCL,campus_15,loss5,Top 20,Recall,0.54924,0.55194,0.0027000000000000357,0.49158837666594496
NCL,campus_15,loss5,Top 20,NDCG,0.40493,0.40643,0.0015000000000000013,0.3704343960684566
NCL,campus_34,loss3,Top 3,Hit Ratio,0.36859,0.37407,0.00548000000000004,1.4867467918283297
NCL,campus_34,loss3,Top 3,Precision,0.22813,0.23152,0.003390000000000004,1.4859948275106318
NCL,campus_34,loss3,Top 3,Recall,0.42972,0.43462,0.0049000000000000155,1.140277389928329
NCL,campus_34,loss3,Top 3,NDCG,0.39409,0.39882,0.004730000000000012,1.200233449212112
NCL,campus_34,loss3,Top 5,Hit Ratio,0.47188,0.47461,0.0027299999999999547,0.5785369161651172
NCL,campus_34,loss3,Top 5,Precision,0.17523,0.17625,0.0010199999999999931,0.5820921075158325
NCL,campus_34,loss3,Top 5,Recall,0.5247,0.52701,0.0023099999999999232,0.4402515723270294
NCL,campus_34,loss3,Top 5,NDCG,0.43266,0.43575,0.003090000000000037,0.7141866592705675
NCL,campus_34,loss3,Top 10,Hit Ratio,0.5891,0.58686,-0.0022399999999999087,-0.3802410456628601
NCL,campus_34,loss3,Top 10,Precision,0.10938,0.10896,-0.0004200000000000037,-0.383982446516734
NCL,campus_34,loss3,Top 10,Recall,0.62462,0.61923,-0.005390000000000006,-0.8629246581921818
NCL,campus_34,loss3,Top 10,NDCG,0.46983,0.47031,0.00047999999999998044,0.10216461273226068
NCL,campus_34,loss3,Top 20,Hit Ratio,0.66799,0.66127,-0.006719999999999948,-1.0060030838784935
NCL,campus_34,loss3,Top 20,Precision,0.06201,0.06139,-0.0006200000000000025,-0.9998387356877962
NCL,campus_34,loss3,Top 20,Recall,0.68649,0.68235,-0.0041400000000000325,-0.6030677795743612
NCL,campus_34,loss3,Top 20,NDCG,0.48931,0.48976,0.00044999999999995044,0.09196623817210979
NCL,campus_34,loss5,Top 3,Hit Ratio,0.36859,0.37058,0.0019900000000000473,0.5398952765946031
NCL,campus_34,loss5,Top 3,Precision,0.22813,0.22936,0.0012300000000000089,0.5391662648489934
NCL,campus_34,loss5,Top 3,Recall,0.42972,0.43242,0.0027000000000000357,0.628316112817657
NCL,campus_34,loss5,Top 3,NDCG,0.39409,0.39807,0.0039799999999999836,1.0099215915146245
NCL,campus_34,loss5,Top 5,Hit Ratio,0.47188,0.47163,-0.000250000000000028,-0.05297957107739848
NCL,campus_34,loss5,Top 5,Precision,0.17523,0.17514,-9.000000000000674e-05,-0.0513610683102247
NCL,campus_34,loss5,Top 5,Recall,0.5247,0.52458,-0.00012000000000000899,-0.022870211549458543
NCL,campus_34,loss5,Top 5,NDCG,0.43266,0.43537,0.00270999999999999,0.6263578791660865
NCL,campus_34,loss5,Top 10,Hit Ratio,0.5891,0.5891,0.0,0.0
NCL,campus_34,loss5,Top 10,Precision,0.10938,0.10938,0.0,0.0
NCL,campus_34,loss5,Top 10,Recall,0.62462,0.62313,-0.0014899999999999913,-0.2385450353815106
NCL,campus_34,loss5,Top 10,NDCG,0.46983,0.47208,0.0022499999999999742,0.478896622182486
NCL,campus_34,loss5,Top 20,Hit Ratio,0.66799,0.67347,0.00548000000000004,0.8203715624485457
NCL,campus_34,loss5,Top 20,Precision,0.06201,0.06252,0.0005100000000000035,0.8224479922593185
NCL,campus_34,loss5,Top 20,Recall,0.68649,0.69444,0.007949999999999902,1.1580649390376991
NCL,campus_34,loss5,Top 20,NDCG,0.48931,0.49416,0.0048499999999999654,0.9911916780772854
SGL,campus_10,loss3,Top 3,Hit Ratio,0.22436,0.22339,-0.0009699999999999986,-0.43234088072740173
SGL,campus_10,loss3,Top 3,Precision,0.27749,0.27629,-0.0012000000000000344,-0.43244801614473827
SGL,campus_10,loss3,Top 3,Recall,0.30283,0.30037,-0.0024599999999999622,-0.8123369547270621
SGL,campus_10,loss3,Top 3,NDCG,0.36238,0.36057,-0.0018099999999999783,-0.49947568850377455
SGL,campus_10,loss3,Top 5,Hit Ratio,0.31042,0.30609,-0.0043300000000000005,-1.3948843502351655
SGL,campus_10,loss3,Top 5,Precision,0.23035,0.22714,-0.0032099999999999906,-1.3935315823746433
SGL,campus_10,loss3,Top 5,Recall,0.38958,0.38565,-0.003929999999999989,-1.0087786847374067
SGL,campus_10,loss3,Top 5,NDCG,0.38306,0.37973,-0.0033299999999999996,-0.8693155119302458
SGL,campus_10,loss3,Top 10,Hit Ratio,0.4438,0.44156,-0.0022399999999999642,-0.5047318611987301
SGL,campus_10,loss3,Top 10,Precision,0.16466,0.16383,-0.0008299999999999974,-0.5040689906473931
SGL,campus_10,loss3,Top 10,Recall,0.50224,0.50001,-0.0022300000000000653,-0.444010831475005
SGL,campus_10,loss3,Top 10,NDCG,0.41576,0.41398,-0.0017800000000000038,-0.42813161439291986
SGL,campus_10,loss3,Top 20,Hit Ratio,0.57919,0.58039,0.0011999999999999789,0.20718589754657002
SGL,campus_10,loss3,Top 20,Precision,0.10745,0.10767,0.00021999999999999797,0.2047463936714732
SGL,campus_10,loss3,Top 20,Recall,0.60389,0.60184,-0.0020499999999999963,-0.3394657967510633
SGL,campus_10,loss3,Top 20,NDCG,0.45146,0.45015,-0.0013099999999999778,-0.29016967173171
SGL,campus_10,loss5,Top 3,Hit Ratio,0.22436,0.22302,-0.0013400000000000079,-0.5972544125512603
SGL,campus_10,loss5,Top 3,Precision,0.27749,0.27582,-0.0016700000000000048,-0.6018234891347454
SGL,campus_10,loss5,Top 3,Recall,0.30283,0.30004,-0.0027900000000000147,-0.921308985239248
SGL,campus_10,loss5,Top 3,NDCG,0.36238,0.36075,-0.0016299999999999648,-0.4498040730724556
SGL,campus_10,loss5,Top 5,Hit Ratio,0.31042,0.30736,-0.0030599999999999516,-0.9857612267250666
SGL,campus_10,loss5,Top 5,Precision,0.23035,0.22808,-0.0022699999999999942,-0.9854569133926608
SGL,campus_10,loss5,Top 5,Recall,0.38958,0.38625,-0.0033299999999999996,-0.8547666718004004
SGL,campus_10,loss5,Top 5,NDCG,0.38306,0.3804,-0.0026599999999999957,-0.6944081867070421
SGL,campus_10,loss5,Top 10,Hit Ratio,0.4438,0.43977,-0.004029999999999978,-0.908066696710225
SGL,campus_10,loss5,Top 10,Precision,0.16466,0.16317,-0.0014899999999999913,-0.9048949350176068
SGL,campus_10,loss5,Top 10,Recall,0.50224,0.50038,-0.0018599999999999728,-0.37034087288944983
SGL,campus_10,loss5,Top 10,NDCG,0.41576,0.41416,-0.0016000000000000458,-0.38483740619589324
SGL,campus_10,loss5,Top 20,Hit Ratio,0.57919,0.57964,0.00045000000000006146,0.07769471157997575
SGL,campus_10,loss5,Top 20,Precision,0.10745,0.10753,7.999999999999674e-05,0.07445323406235155
SGL,campus_10,loss5,Top 20,Recall,0.60389,0.60522,0.0013299999999999423,0.2202387852092173
SGL,campus_10,loss5,Top 20,NDCG,0.45146,0.45102,-0.00043999999999999595,-0.09746156913126212
SGL,campus_102,loss3,Top 3,Hit Ratio,0.22304,0.22495,0.0019100000000000228,0.8563486370157922
SGL,campus_102,loss3,Top 3,Precision,0.24527,0.24737,0.0021000000000000185,0.8561992905777382
SGL,campus_102,loss3,Top 3,Recall,0.29241,0.29425,0.0018400000000000083,0.6292534455046025
SGL,campus_102,loss3,Top 3,NDCG,0.33229,0.33544,0.0031500000000000417,0.9479671371392584
SGL,campus_102,loss3,Top 5,Hit Ratio,0.30533,0.30543,9.999999999998899e-05,0.03275144925162578
SGL,campus_102,loss3,Top 5,Precision,0.20145,0.20152,7.00000000000145e-05,0.03474807644577538
SGL,campus_102,loss3,Top 5,Recall,0.37632,0.37901,0.0026900000000000257,0.7148171768707552
SGL,campus_102,loss3,Top 5,NDCG,0.35275,0.35533,0.002579999999999971,0.731396172926994
SGL,campus_102,loss3,Top 10,Hit Ratio,0.43307,0.43374,0.0006700000000000039,0.15470940032789246
SGL,campus_102,loss3,Top 10,Precision,0.14287,0.14309,0.00021999999999999797,0.15398614124728635
SGL,campus_102,loss3,Top 10,Recall,0.4942,0.49682,0.002620000000000011,0.5301497369486061
SGL,campus_102,loss3,Top 10,NDCG,0.3932,0.39619,0.0029899999999999927,0.7604272634791436
SGL,campus_102,loss3,Top 20,Hit Ratio,0.55736,0.56416,0.006800000000000028,1.2200373187885798
SGL,campus_102,loss3,Top 20,Precision,0.09193,0.09306,0.001130000000000006,1.229196127488313
SGL,campus_102,loss3,Top 20,Recall,0.58957,0.60261,0.01303999999999994,2.2117814678494394
SGL,campus_102,loss3,Top 20,NDCG,0.42881,0.43458,0.005769999999999997,1.3455842914111138
SGL,campus_102,loss5,Top 3,Hit Ratio,0.22304,0.22189,-0.0011499999999999844,-0.5156025824964062
SGL,campus_102,loss5,Top 3,Precision,0.24527,0.244,-0.0012699999999999934,-0.5177967138255772
SGL,campus_102,loss5,Top 3,Recall,0.29241,0.28924,-0.003170000000000006,-1.0840942512226006
SGL,campus_102,loss5,Top 3,NDCG,0.33229,0.33056,-0.0017299999999999538,-0.5206295705558259
SGL,campus_102,loss5,Top 5,Hit Ratio,0.30533,0.3016,-0.003730000000000011,-1.2216290570857797
SGL,campus_102,loss5,Top 5,Precision,0.20145,0.19899,-0.00245999999999999,-1.2211466865227054
SGL,campus_102,loss5,Top 5,Recall,0.37632,0.37465,-0.0016700000000000048,-0.44377125850340265
SGL,campus_102,loss5,Top 5,NDCG,0.35275,0.35112,-0.0016300000000000203,-0.4620836286321815
SGL,campus_102,loss5,Top 10,Hit Ratio,0.43307,0.4345,0.0014299999999999868,0.3302006604013178
SGL,campus_102,loss5,Top 10,Precision,0.14287,0.14334,0.0004699999999999982,0.3289703926646589
SGL,campus_102,loss5,Top 10,Recall,0.4942,0.49682,0.002620000000000011,0.5301497369486061
SGL,campus_102,loss5,Top 10,NDCG,0.3932,0.39391,0.0007099999999999884,0.1805696846388577
SGL,campus_102,loss5,Top 20,Hit Ratio,0.55736,0.56196,0.0046000000000000485,0.8253193627099269
SGL,campus_102,loss5,Top 20,Precision,0.09193,0.09269,0.0007599999999999968,0.8267159795496538
SGL,campus_102,loss5,Top 20,Recall,0.58957,0.5961,0.006529999999999925,1.107586885357112
SGL,campus_102,loss5,Top 20,NDCG,0.42881,0.43066,0.0018499999999999628,0.4314265059117004
SGL,campus_143,loss3,Top 3,Hit Ratio,0.50375,0.50323,-0.000520000000000076,-0.10322580645162797
SGL,campus_143,loss3,Top 3,Precision,0.28736,0.28706,-0.00030000000000002247,-0.1043986636971125
SGL,campus_143,loss3,Top 3,Recall,0.56762,0.56848,0.0008599999999999719,0.15150981290299353
SGL,campus_143,loss3,Top 3,NDCG,0.52991,0.52665,-0.0032600000000000406,-0.615198807344651
SGL,campus_143,loss3,Top 5,Hit Ratio,0.6032,0.59726,-0.005939999999999945,-0.9847480106100706
SGL,campus_143,loss3,Top 5,Precision,0.20645,0.20442,-0.002030000000000004,-0.9832889319447828
SGL,campus_143,loss3,Top 5,Recall,0.65093,0.6452,-0.005730000000000013,-0.8802789854515867
SGL,campus_143,loss3,Top 5,NDCG,0.56253,0.55663,-0.005900000000000016,-1.048832951131498
SGL,campus_143,loss3,Top 10,Hit Ratio,0.70292,0.71351,0.010589999999999988,1.5065725829397354
SGL,campus_143,loss3,Top 10,Precision,0.12029,0.1221,0.001810000000000006,1.5046969822927974
SGL,campus_143,loss3,Top 10,Recall,0.7278,0.7403,0.012499999999999956,1.7175048090134593
SGL,campus_143,loss3,Top 10,NDCG,0.59194,0.59239,0.00044999999999995044,0.07602121836671798
SGL,campus_143,loss3,Top 20,Hit Ratio,0.77474,0.78119,0.006450000000000067,0.8325373673748698
SGL,campus_143,loss3,Top 20,Precision,0.06629,0.06684,0.0005499999999999949,0.8296877357067354
SGL,campus_143,loss3,Top 20,Recall,0.78407,0.79508,0.011009999999999964,1.4042113586797051
SGL,campus_143,loss3,Top 20,NDCG,0.60893,0.60889,-3.999999999992898e-05,-0.006568899545092044
SGL,campus_143,loss5,Top 3,Hit Ratio,0.50375,0.50323,-0.000520000000000076,-0.10322580645162797
SGL,campus_143,loss5,Top 3,Precision,0.28736,0.28706,-0.00030000000000002247,-0.1043986636971125
SGL,campus_143,loss5,Top 3,Recall,0.56762,0.56937,0.0017500000000000293,0.30830485183750206
SGL,campus_143,loss5,Top 3,NDCG,0.52991,0.5292,-0.0007099999999999884,-0.13398501632352447
SGL,campus_143,loss5,Top 5,Hit Ratio,0.6032,0.60579,0.0025900000000000922,0.429376657824949
SGL,campus_143,loss5,Top 5,Precision,0.20645,0.20734,0.0008900000000000019,0.4310971179462349
SGL,campus_143,loss5,Top 5,Recall,0.65093,0.65309,0.0021599999999999397,0.3318329159817399
SGL,campus_143,loss5,Top 5,NDCG,0.56253,0.56243,-9.999999999998899e-05,-0.017776829680192875
SGL,campus_143,loss5,Top 10,Hit Ratio,0.70292,0.70447,0.0015500000000000513,0.22050873499118695
SGL,campus_143,loss5,Top 10,Precision,0.12029,0.12056,0.00027000000000000635,0.22445756089451022
SGL,campus_143,loss5,Top 10,Recall,0.7278,0.72635,-0.0014499999999999513,-0.19923055784555527
SGL,campus_143,loss5,Top 10,NDCG,0.59194,0.59077,-0.0011700000000000044,-0.1976551677534893
SGL,campus_143,loss5,Top 20,Hit Ratio,0.77474,0.76389,-0.010850000000000026,-1.4004698350414366
SGL,campus_143,loss5,Top 20,Precision,0.06629,0.06536,-0.0009300000000000003,-1.4029265349223115
SGL,campus_143,loss5,Top 20,Recall,0.78407,0.7709,-0.013170000000000015,-1.6796969658321341
SGL,campus_143,loss5,Top 20,NDCG,0.60893,0.60488,-0.004049999999999998,-0.66510107894175
SGL,campus_15,loss3,Top 3,Hit Ratio,0.14872,0.14938,0.0006600000000000217,0.4437869822485353
SGL,campus_15,loss3,Top 3,Precision,0.2402,0.24126,0.0010600000000000054,0.441298917568695
SGL,campus_15,loss3,Top 3,Recall,0.24207,0.24402,0.0019499999999999795,0.8055521130251495
SGL,campus_15,loss3,Top 3,NDCG,0.32114,0.32144,0.00030000000000002247,0.09341720122065843
SGL,campus_15,loss3,Top 5,Hit Ratio,0.21597,0.21528,-0.0006899999999999962,-0.31948881789137207
SGL,campus_15,loss3,Top 5,Precision,0.20929,0.20862,-0.0006700000000000039,-0.3201299632089464
SGL,campus_15,loss3,Top 5,Recall,0.31494,0.31409,-0.0008500000000000174,-0.2698926779704126
