Model,Campus,Loss,TopK,Metric,Baseline(loss0),Value,AbsDiff,RelDiff(%)
NCL,campus_10,loss1,Top 3,Hit Ratio,0.21944,0.21175,-0.007690000000000002,-3.5043747721472855
NCL,campus_10,loss1,Top 3,Precision,0.27139,0.26188,-0.009510000000000018,-3.504182173256206
NCL,campus_10,loss1,Top 3,Recall,0.29537,0.28447,-0.01090000000000002,-3.6902867589802684
NCL,campus_10,loss1,Top 3,NDCG,0.35447,0.34166,-0.012809999999999988,-3.613846023640925
NCL,campus_10,loss1,Top 5,Hit Ratio,0.30355,0.29504,-0.008509999999999962,-2.8034920112007784
NCL,campus_10,loss1,Top 5,Precision,0.22526,0.21894,-0.006319999999999992,-2.805646808132821
NCL,campus_10,loss1,Top 5,Recall,0.38082,0.37162,-0.009199999999999986,-2.4158395042277157
NCL,campus_10,loss1,Top 5,NDCG,0.3744,0.36325,-0.011149999999999993,-2.9780982905982887
NCL,campus_10,loss1,Top 10,Hit Ratio,0.43708,0.43036,-0.006720000000000004,-1.5374759769378612
NCL,campus_10,loss1,Top 10,Precision,0.16217,0.15968,-0.00249000000000002,-1.5354257877536042
NCL,campus_10,loss1,Top 10,Recall,0.49609,0.49053,-0.005559999999999954,-1.1207643774315053
NCL,campus_10,loss1,Top 10,NDCG,0.40875,0.39979,-0.008960000000000024,-2.1920489296636143
NCL,campus_10,loss1,Top 20,Hit Ratio,0.5768,0.56956,-0.007240000000000024,-1.2552011095700457
NCL,campus_10,loss1,Top 20,Precision,0.10701,0.10566,-0.00134999999999999,-1.2615643397813197
NCL,campus_10,loss1,Top 20,Recall,0.60226,0.59308,-0.009179999999999966,-1.5242586258426536
NCL,campus_10,loss1,Top 20,NDCG,0.44624,0.4365,-0.009740000000000026,-2.1826819648619633
NCL,campus_10,loss2,Top 3,Hit Ratio,0.21944,0.22003,0.0005900000000000072,0.2688662048851655
NCL,campus_10,loss2,Top 3,Precision,0.27139,0.27213,0.0007399999999999629,0.27267032683590514
NCL,campus_10,loss2,Top 3,Recall,0.29537,0.29598,0.0006099999999999994,0.20652063513559243
NCL,campus_10,loss2,Top 3,NDCG,0.35447,0.35594,0.0014699999999999713,0.41470364205714766
