Model,Campus,Loss,TopK,Metric,Baseline(loss0),Value,AbsDiff,RelDiff(%)
NCL,campus_15,loss3,Top 3,Hit Ratio,0.14935899999999996,0.14985500000000002,0.000496000000000052,0.3320857798994718
NCL,campus_15,loss3,Top 3,Precision,0.24122899999999997,0.242029,0.0008000000000000229,0.33163508533386243
NCL,campus_15,loss3,Top 3,Recall,0.250085,0.250452,0.0003670000000000062,0.14675010496431462
NCL,campus_15,loss3,Top 3,NDCG,0.32371,0.32484199999999996,0.0011319999999999664,0.34969571530072174
NCL,campus_15,loss3,Top 5,Hit Ratio,0.215602,0.21601599999999999,0.0004139999999999977,0.19202048218476533
NCL,campus_15,loss3,Top 5,Precision,0.20893199999999998,0.209333,0.00040100000000001246,0.19192847433615362
NCL,campus_15,loss3,Top 5,Recall,0.32164400000000004,0.321732,8.799999999997699e-05,0.02735944087251028
NCL,campus_15,loss3,Top 5,NDCG,0.34269000000000005,0.34339,0.0006999999999999229,0.20426624646179428
NCL,campus_15,loss3,Top 10,Hit Ratio,0.346777,0.34817299999999995,0.0013959999999999528,0.4025641838991493
NCL,campus_15,loss3,Top 10,Precision,0.168024,0.168702,0.0006779999999999842,0.40351378374516983
NCL,campus_15,loss3,Top 10,Recall,0.434453,0.436949,0.0024959999999999982,0.5745155402310488
NCL,campus_15,loss3,Top 10,NDCG,0.36951999999999996,0.37090399999999996,0.0013839999999999963,0.37453994371075894
NCL,campus_15,loss3,Top 20,Hit Ratio,0.346777,0.34817299999999995,0.0013959999999999528,0.4025641838991493
NCL,campus_15,loss3,Top 20,Precision,0.08401300000000002,0.084348,0.0003349999999999881,0.398747812838475
NCL,campus_15,loss3,Top 20,Recall,0.434453,0.436949,0.0024959999999999982,0.5745155402310488
NCL,campus_15,loss3,Top 20,NDCG,0.35306400000000004,0.35437700000000005,0.0013130000000000086,0.37188724990370253
NCL,campus_15,loss5,Top 3,Hit Ratio,0.14935899999999996,0.14995799999999998,0.0005990000000000162,0.40104714145114545
NCL,campus_15,loss5,Top 3,Precision,0.24122899999999997,0.24219500000000002,0.0009660000000000502,0.4004493655406482
NCL,campus_15,loss5,Top 3,Recall,0.250085,0.25005399999999994,-3.100000000005876e-05,-0.012395785432976291
NCL,campus_15,loss5,Top 3,NDCG,0.32371,0.325327,0.0016169999999999796,0.4995211763615519
NCL,campus_15,loss5,Top 5,Hit Ratio,0.215602,0.216114,0.0005120000000000124,0.23747460598696324
NCL,campus_15,loss5,Top 5,Precision,0.20893199999999998,0.20943,0.0004980000000000262,0.23835506289128816
NCL,campus_15,loss5,Top 5,Recall,0.32164400000000004,0.32197299999999995,0.0003289999999999127,0.10228700053472556
NCL,campus_15,loss5,Top 5,NDCG,0.34269000000000005,0.34387599999999996,0.0011859999999999093,0.34608538329099453
NCL,campus_15,loss5,Top 10,Hit Ratio,0.346777,0.34738600000000003,0.0006090000000000262,0.17561718337722115
NCL,campus_15,loss5,Top 10,Precision,0.168024,0.168321,0.0002969999999999917,0.17676046279102492
NCL,campus_15,loss5,Top 10,Recall,0.434453,0.434206,-0.0002469999999999972,-0.0568531003353636
NCL,campus_15,loss5,Top 10,NDCG,0.36951999999999996,0.370364,0.0008440000000000669,0.2284044165403948
