Model,Campus,Loss,TopK,Metric,Baseline(loss0),Value,AbsDiff,RelDiff(%)
SGL,campus_15,loss1,Top 20,Hit Ratio,0.51695,0.5067,-0.010249999999999981,-1.9827836347809227
SGL,campus_15,loss1,Top 20,Precision,0.12524,0.12276,-0.002479999999999996,-1.980198019801977
SGL,campus_15,loss1,Top 20,Recall,0.54394,0.53535,-0.008589999999999987,-1.5792182961356007
SGL,campus_15,loss1,Top 20,NDCG,0.40158,0.38921,-0.012369999999999992,-3.08033268589073
SGL,campus_15,loss2,Top 3,Hit Ratio,0.14983,0.14344,-0.006389999999999979,-4.264833477941654
SGL,campus_15,loss2,Top 3,Precision,0.24199,0.23167,-0.010320000000000024,-4.264639034670864
SGL,campus_15,loss2,Top 3,Recall,0.24453,0.22811,-0.01641999999999999,-6.714922504396184
SGL,campus_15,loss2,Top 3,NDCG,0.32358,0.30484,-0.01873999999999998,-5.791458062921064
SGL,campus_15,loss2,Top 5,Hit Ratio,0.21593,0.21196,-0.003970000000000001,-1.8385587922011768
SGL,campus_15,loss2,Top 5,Precision,0.20925,0.2054,-0.0038499999999999923,-1.8399044205495783
SGL,campus_15,loss2,Top 5,Recall,0.31277,0.3031,-0.009670000000000012,-3.091728746363146
SGL,campus_15,loss2,Top 5,NDCG,0.34063,0.32572,-0.014909999999999979,-4.377183454187823
SGL,campus_15,loss2,Top 10,Hit Ratio,0.3479,0.34314,-0.0047599999999999865,-1.3682092555331953
SGL,campus_15,loss2,Top 10,Precision,0.16857,0.16626,-0.0023100000000000065,-1.370350596191497
SGL,campus_15,loss2,Top 10,Recall,0.42549,0.41695,-0.008539999999999992,-2.0070976991233622
SGL,campus_15,loss2,Top 10,NDCG,0.36612,0.35173,-0.014390000000000014,-3.9304053315852765
SGL,campus_15,loss2,Top 20,Hit Ratio,0.51695,0.51428,-0.002670000000000061,-0.5164909565722141
