Model,Campus,Loss,TopK,Metric,Baseline(loss0),Value,AbsDiff,RelDiff(%)
NCL,campus_10,loss3,Top 3,Hit Ratio,0.21936,0.22026,0.0009000000000000119,0.4102844638949726
NCL,campus_10,loss3,Top 3,Precision,0.2713,0.27241,0.0011099999999999999,0.40914117213416884
NCL,campus_10,loss3,Top 3,Recall,0.2951,0.29331,-0.0017899999999999583,-0.6065740426973766
NCL,campus_10,loss3,Top 3,NDCG,0.35434,0.35522,0.0008799999999999919,0.2483490432917514
NCL,campus_10,loss3,Top 5,Hit Ratio,0.30348,0.3034,-8.00000000000245e-05,-0.02636088045341521
NCL,campus_10,loss3,Top 5,Precision,0.2252,0.22515,-5.000000000002225e-05,-0.02220248667851787
NCL,campus_10,loss3,Top 5,Recall,0.38077,0.37993,-0.0008400000000000074,-0.2206056149381536
NCL,campus_10,loss3,Top 5,NDCG,0.37434,0.37476,0.00041999999999997595,0.11219746754286904
NCL,campus_10,loss3,Top 10,Hit Ratio,0.43715,0.43835,0.0012000000000000344,0.2745053185405546
NCL,campus_10,loss3,Top 10,Precision,0.1622,0.16264,0.00043999999999999595,0.27127003699136615
NCL,campus_10,loss3,Top 10,Recall,0.49618,0.49591,-0.00026999999999999247,-0.05441573622475562
NCL,campus_10,loss3,Top 10,NDCG,0.40875,0.40963,0.0008799999999999919,0.21529051987767386
NCL,campus_10,loss3,Top 20,Hit Ratio,0.5768,0.5765,-0.00029999999999996696,-0.05201109570041036
NCL,campus_10,loss3,Top 20,Precision,0.10701,0.10695,-5.9999999999990616e-05,-0.05606952621249473
NCL,campus_10,loss3,Top 20,Recall,0.60227,0.59741,-0.0048599999999999755,-0.8069470503262616
NCL,campus_10,loss3,Top 20,NDCG,0.44621,0.44574,-0.00046999999999997044,-0.10533157033683029
NCL,campus_10,loss5,Top 3,Hit Ratio,0.21936,0.22033,0.0009699999999999986,0.4421954777534641
NCL,campus_10,loss5,Top 3,Precision,0.2713,0.2725,0.0012000000000000344,0.4423147806856006
NCL,campus_10,loss5,Top 3,Recall,0.2951,0.2954,0.00030000000000002247,0.1016604540833692
NCL,campus_10,loss5,Top 3,NDCG,0.35434,0.35661,0.0022699999999999942,0.6406276457639539
NCL,campus_10,loss5,Top 5,Hit Ratio,0.30348,0.30422,0.0007399999999999629,0.24383814419400382
NCL,campus_10,loss5,Top 5,Precision,0.2252,0.22575,0.0005499999999999949,0.24422735346358565
NCL,campus_10,loss5,Top 5,Recall,0.38077,0.38198,0.0012099999999999889,0.31777713580376316
NCL,campus_10,loss5,Top 5,NDCG,0.37434,0.37618,0.0018400000000000083,0.49153176256878994
NCL,campus_10,loss5,Top 10,Hit Ratio,0.43715,0.43611,-0.0010399999999999854,-0.23790460940180383
NCL,campus_10,loss5,Top 10,Precision,0.1622,0.16181,-0.00039000000000000146,-0.24044389642416858
NCL,campus_10,loss5,Top 10,Recall,0.49618,0.49367,-0.0025100000000000122,-0.5058648071264485
NCL,campus_10,loss5,Top 10,NDCG,0.40875,0.40911,0.00035999999999997145,0.08807339449540585
NCL,campus_10,loss5,Top 20,Hit Ratio,0.5768,0.57501,-0.0017899999999999583,-0.3103328710124754
NCL,campus_10,loss5,Top 20,Precision,0.10701,0.10667,-0.0003399999999999931,-0.3177273152041801
NCL,campus_10,loss5,Top 20,Recall,0.60227,0.59478,-0.007489999999999997,-1.2436282730336887
NCL,campus_10,loss5,Top 20,NDCG,0.44621,0.44522,-0.0009899999999999909,-0.22186862687971826
